Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05512072147283229,0.06322678304562443,0.05512072147283229,0.0605243481695652,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06052433738423825,0.06376713435211025,0.06052433738423825,0.06268578767776489,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06268579577975379,0.06430750523708287,0.06268579577975379,0.06376714259386063,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06376712469566838,0.06430748718722137,0.06160505320196851,0.0621454156935215,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06214541532823985,0.06268577781661668,0.060524327863109385,0.061064690351486206,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06106467256764894,0.06106467256764894,0.05890322324361958,0.05944358557462692,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05944357495167147,0.06052429942055362,0.05674176377946608,0.057822488248348236,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.057822515646416356,0.057822515646416356,0.05566106568449126,0.056201428174972534,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05620142487422665,0.05728214979171753,0.05566106241548121,0.05728214979171753,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.057282152222391136,0.059443602149090446,0.0567417897407163,0.05890323966741562,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05890322540659002,0.059983950108289726,0.05890322540659002,0.05998395010828972,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05998394790563426,0.05998394790563426,0.05836286091261224,0.05944358557462692,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.059443602149090446,0.059443602149090446,0.05890323966741562,0.05890323966741562,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05890322324361958,0.0605243102366416,0.05890322324361958,0.05944358557462692,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.059983950108289726,0.061605037160839274,0.059983950108289726,0.05998395010828972,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.059983950108289726,0.06052431245913957,0.059983950108289726,0.05998395010828972,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05998396463076528,0.06052432711244011,0.057822514704065964,0.05890323966741562,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05890322324361958,0.0605243102366416,0.05890322324361958,0.05944358557462692,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05944362283021862,0.061064710839238485,0.05944362283021862,0.0605243481695652,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.060524327863109385,0.06160505283986303,0.059443602886355744,0.061064690351486206,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06160505320196851,0.0632267622041154,0.06160505320196851,0.0621454156935215,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.062145425104383235,0.06322677177872858,0.062145425104383235,0.06268578767776489,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06268578767776489,0.06268578767776489,0.06052433738423825,0.06268578767776489,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06268577062588511,0.06538820428525528,0.062145408199493664,0.06484784185886383,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06484784025421605,0.06538820266723633,0.06484784025421605,0.06538820266723633,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.0653882247158189,0.0653882247158189,0.06268579021207253,0.06322677433490753,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06322677433490753,0.06376713693013537,0.061605065021616855,0.06322677433490753,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.0632267622041154,0.0632267622041154,0.06214541569352151,0.0621454156935215,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.062145413455503215,0.06268577592759635,0.061605050983410084,0.06241559237241745,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06241561067254109,0.0697111300314269,0.062145431676410956,0.0686304047703743,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06917073648399075,0.07592589019303184,0.06917073648399075,0.07295389473438263,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07295389316537348,0.07403461792013676,0.07241290926063527,0.07349425554275513,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.0734942882622502,0.0734942882622502,0.07079185364486751,0.07133221626281738,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07133222181779124,0.07187258447782169,0.06809004585760854,0.06971113383769989,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.0697111300314269,0.0697111300314269,0.0675496795093217,0.0686304047703743,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.0686304047703743,0.0697111300314269,0.068090042139848,0.0686304047703743,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.06863040660698871,0.06863040660698871,0.0680900439620018,0.0680900439620018,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.0686304047703743,0.0697111300314269,0.0686304047703743,0.0686304047703743,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.0686304047703743,0.0691707674009006,0.0675496795093217,0.0686304047703743,5155200,0.0,0.0
